break_date,confidence,p_value,shift_zscore,mean_shift
2024-05-27,1.0,5.0471796793840457e-42,21.232267941456588,0.32139540053865867
2024-07-02,1.0,7.802174534214477e-37,20.194380412516775,0.31319818326404336
2024-07-31,1.0,1.3299583868336677e-17,10.389403229916361,0.18168920739195882
2024-08-29,0.856313349639264,6.0853598626827336e-05,4.1694919242214095,0.0630946334401633
2024-09-27,0.8061333328541899,0.004284354410020408,-2.910196825098777,-0.031049161282266313
2024-11-15,0.8411458091100477,0.0002634335186692977,3.7688056686164333,0.041672867913173484
2024-12-16,1.0,5.2607144833885575e-18,10.420491575242865,0.08659313641919786
2025-02-18,0.9054371487084819,2.3117940692971665e-07,-5.478328280908447,-0.04751887336724203
2025-04-17,0.9510140531302439,1.738545373272762e-09,6.693708115926018,0.11000516889654688
2025-05-16,1.0,1.5166199426071944e-42,21.312717840251512,0.1972494753065399
2025-06-16,0.870645429252919,1.3709316024679868e-05,4.550800687310304,0.0838714158985232
2025-07-17,0.8881050606243156,2.2526158604440458e-06,-5.016176998811144,-0.08106414393824735
2025-08-15,1.0,1.589099469938957e-31,-15.821529932492492,-0.16251663987362686
2025-09-15,0.9999999999999993,8.333791398680516e-16,-9.690335034663374,-0.22291732752565319
2025-10-14,1.0,2.097159464500623e-19,-11.861731582096413,-0.26637114556181296
2025-11-12,1.0,8.757575819347232e-65,-34.08432310275232,-0.36114772454130817
